title,url,running_time,year,critics_num_reviews,critics_score,critics_rating,audience_num_total,audience_score,audience_rating,actors,screenwriters,directors,producers,genre1,genre2,genre3
Once Upon a Time in the West,https://www.rottentomatoes.com/m/once_upon_a_time_in_the_west/,165,1968,65,95,Certified Fresh,65550,95,Upright,"Henry Fonda,Claudia Cardinale,Jason Robards,Charles Bronson,Frank Wolff,Gabriele Ferzetti,Keenan Wynn,Paolo Stoppa,Marco Zuanelli,Lionel Stander,Jack Elam,Woody Strode,John Frederick,Enzo Santianello,Dino Mele,Claudio Mancini,Benito Stefanelli,Salvo Basile,Renato Pinciroli,Aldo Berti,Conrado San Martin ,Luigi Ciavarro,Livio Andronico,Marilu Carteny,Spartaco Conversi","Sergio Leone,Sergio Donati",Sergio Leone,"Bino Cicogna,Fulvio Morsella",Western,Drama,Action & Adventure
Deadwood: The Movie,https://www.rottentomatoes.com/m/deadwood_the_movie/,109,2019,87,98,Certified Fresh,25,83,Upright,"Ian McShane,Timothy Olyphant,Molly Parker,Paula Malcomson,John Hawkes,Anna Gunn,Dayton Callie,Brad Dourif,Robin Weigert,William Sanderson,Kim Dickens,Gerald McRaney,Jade Pettyjohn,Sean Bridgers,W. Earl Brown,Keone Young",David Milch,Daniel Minahan,,Western,Drama,
The Man Who Shot Liberty Valance,https://www.rottentomatoes.com/m/man_who_shot_liberty_valance/,123,1962,48,94,Certified Fresh,23626,92,Upright,"John Wayne,James Stewart,Vera Miles,Lee Marvin,Edmond O'Brien,Andy Devine,Ken Murray,John Carradine,Jeanette Nolan,John Qualen,Carleton Young,Woody Strode,Denver Pyle,O.Z. Whitehead,Paul Birch,Robert Simon,Joseph Hoover,Anna Lee,Charles Seel,Leonard Baker,Larry Finley,Dan Borzage,Ralph Volkie,Charles Morton,Edward Jaurequi,Brian 'Slim' Hightower,Jack Williams,Chuck Hayward,Chuck Roberson,Mario Arteaga,Shug Fisher,Ted Mapes,Jack Pennick,Bob Morgan,Earle Hodgins,Earl Hodgins,Montie Montana,Strother Martin,Lee Van Cleef,Robert F. Simon,Stuart Holmes,Dorothy Phillips,Buddy Roosevelt,Gertrude Astor,Eva Novak,Slim Talbot,William Henry,Willis Bouchey,Blackie Whiteford,Helen Gibson,Danny Borzage,Sam Harris,Robert Donner,Jack Kenney","James Warner Bellah,Willis Goldbeck",John Ford,Willis Goldbeck,Western,Action & Adventure,Classics
The Ballad of Buster Scruggs,https://www.rottentomatoes.com/m/the_ballad_of_buster_scruggs/,132,2018,231,89,Certified Fresh,2921,77,Upright,"Tim Blake Nelson,Bill Heck,James Franco,Liam Neeson,Zoe Kazan,Tom Waits,Tyne Daly,Brendan Gleeson","Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",,Western,Drama,
Django Unchained,https://www.rottentomatoes.com/m/django_unchained_2012/,165,2012,291,87,Certified Fresh,427986,91,Upright,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Samuel L. Jackson,Walton Goggins,Kerry Washington,Dennis Christopher,Laura Cayouette,M.C. Gainey,Don Johnson,Todd Allen,Misty Upham,James Remar,James Russo,Tom Wopat,Jonah Hill,David Steen,Dana Gourrier,Nichole Galicia,Bruce Dern,Franco Nero,Don Stroud,Russ Tamblyn,Amber Tamblyn,Cooper Huckabee,Doc Duhame,Lee Horsley,Ato Essandoh,Sammi Rotibi,Clay Donahue Fontenot,Escalante Lundy,Miriam F. Glover,Zoe Bell,Michael Bowen,Robert Carradine,Jake Garber,Ted Neeley,James Parks,Tom Savini,Michael Parks,John Jarratt,Quentin Tarantino,Elisa",Quentin Tarantino,Quentin Tarantino,"Reginald Hudlin,Pilar Savone,Stacey Sher",Western,Drama,
The Wild Bunch,https://www.rottentomatoes.com/m/1059489-wild_bunch/,145,1969,63,90,Certified Fresh,34162,91,Upright,"William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,Warren Oates,Jaime Sánchez,Ben Johnson,Emilio Fernandez,Strother Martin,L.Q. Jones,Albert Dekker,Bo Hopkins,Dub Taylor,Jorge Russek,Alfonso Arau,Chano Urueta,Sonia Amelio,Aurora Clavel,Elsa Cardenas,Bill Hart,Rayford Barnes,Fernando Wagner,Paul Harper,Constance White,Enrique Lucero,Lilia Richards,Rene Dupeyron,Pedro Galvan,Margarito Luna","Sam Peckinpah,Walon Green,Roy N. Sickner",Sam Peckinpah,Phil Feldman,Western,Drama,Action & Adventure
3:10 to Yuma,https://www.rottentomatoes.com/m/310_to_yuma/,122,2007,223,89,Certified Fresh,394289,86,Upright,"Russell Crowe,Christian Bale,Logan Lerman,Dallas Roberts,Ben Foster,Peter Fonda,Vinessa Shaw,Alan Tudyk,Luce Rains,Kevin Durand,Gretchen Mol,Lennie Loftin,Rio Alexander,Johnny Whitworth,Luke Wilson,Shawn D. Howell,Benjamin Petry,Pat Ricotti,Ramon Frank,Deryle J. Lujan,James Augure,Brian Duffy,Jason Rodriguez,Chris Browning,Chad Brummett,Forrest Fyre,Arron Shiver,Sean Hennigan,Girard Swan,Christopher Berry,David Oliver,Jason Henning,Marco Beltrami","Derek Haas,Michael Brandt,James Mangold,Halsted Welles",James Mangold,"Kathy Conrad,Cathy Konrad,James Mangold",Western,Drama,Action & Adventure
Lone Star,https://www.rottentomatoes.com/m/1074022-lone_star/,134,1996,47,94,Certified Fresh,9739,83,Upright,"Chris Cooper,Elizabeth Peña,Joe Morton,Ron Canada,Clifton James,Kris Kristofferson,Matthew McConaughey,Miriam Colon,Frances McDormand,Jeff Monahan,Gabriel Casseus,Vanessa Martinez,Tay Strathairn,Eddie Robinson,Stephen Mendillo,Stephen J. Lang,LaTanya Richardson,Chandra Wilson,Damon Guy,Eleese Lester,Gonzalo Castillo,Carina Martinez,Gilbert R. Cuellar Jr.,Richard Coca,Maricela Gonzalez,Eduardo Martinez,Oni Faida Lampley,Carmen De Lavallade,Tony Frank,Jesse Borrego,Richard A. Jones,Richard Reyes,Joe Stevens,Tony Plana,Randy Stripling,Beatrice Winde,Leo Burmester,Tony Amendola,Gordon Tootoosis,Sam Vlahos,Dee Macaluso,Luis Cobo,Marco Perella,Don Phillips,Mary Jane R. Hernandez,Olga Luna,Juan Vega III,Lizzie Curry Martinez,James Borrego,Lisa Suarez,Jesus Ramirez,Azalea Mendez,Don Phillips Jr.",John Sayles,John Sayles,"R. Paul Miller,Maggie Renzi",Western,Drama,Romance
Butch Cassidy and the Sundance Kid,https://www.rottentomatoes.com/m/1003318-butch_cassidy_and_the_sundance_kid/,110,1969,52,88,Certified Fresh,71056,92,Upright,"Paul Newman,Robert Redford,Katharine Ross,Strother Martin,Jeff Corey,George Furth,Cloris Leachman,Ted Cassidy,Kenneth Mars,Henry Jones,Donnelly Rhodes,Jo Gilbert,Jody Gilbert,Timothy Scott,Don Keefer,Charles Dierkop,Pancho Cordova,Nelson Olmsted,Paul Bryar,Sam Elliott,Charles Akins,Eric Sinclair,Burt Bacharach","William Goldman,George Roy Hill",George Roy Hill,"Paul Monash,John Foreman",Western,Action & Adventure,Classics
Blazing Saddles,https://www.rottentomatoes.com/m/blazing_saddles/,93,1974,59,88,Certified Fresh,218193,91,Upright,"Cleavon Little,Gene Wilder,Harvey Korman,Madeline Kahn,Slim Pickens,David Huddleston,Mel Brooks,Liam Dunn,Alex Karras,John Hillerman,George Furth,Carol DeLuise,Richard Collier,Charles McGregor,Robyn Hilton,Dom DeLuise,Don Megowan,Burton Gilliam,Count Basie,Claude Ennis Starrett Jr.,Darrell Sandeen","Mel Brooks,Andrew Bergman,Richard Pryor,Norman Steinberg,Alan Unger,Alan Uger",Mel Brooks,"Michael Hertzberg,Peter W. Wooley",Western,Classics,Comedy
The Magnificent Seven,https://www.rottentomatoes.com/m/1013077-magnificent_seven/,126,1960,44,89,Certified Fresh,53939,87,Upright,"Yul Brynner,Steve McQueen,Horst Buchholz,Eli Wallach,Charles Bronson,Robert Vaughn,Brad Dexter,James Coburn,Vladimir Sokoloff,Rosenda Monteros,Jorge Martinez De Hoyos,Whit Bissell,Val Avery,Bing Russell,Rico Alaniz,Robert J. Wilke,Bob Wilke,Enrique Lucero,Jorge Marchegiant,Pepe Hern,Natividad Vacio,Mario Navarro,Alex Montoya","Walter Bernstein,Walter Newman,William Roberts",John Sturges,"Lou Morheim,John Sturges,Walter Mirisch",Western,Drama,Action & Adventure
The Outlaw Josey Wales,https://www.rottentomatoes.com/m/outlaw_josey_wales/,118,1976,41,90,Certified Fresh,46698,92,Upright,"Clint Eastwood,Chief Dan George,Sondra Locke,Bill McKinney,John Vernon,Paula Trueman,Sam Bottoms,Geraldine Keams,Woodrow Parfrey,Joyce Jameson,Sheb Wooley,Royal Dano,Matt Clark,John Verros,Will Sampson,William O'Connell,John Quade,Buck Kartalian,Len Lesser,John Russell,Charles Tyner,Doug McGrath,John Mitchum,Cissy Wellman,Bruce M. Fischer,Clay Tanner,Bob Hoy,Erik Holland,Danny Green","Philip Kaufman,Sonia Chernus",Clint Eastwood,"Robert Daley,Fritz Manes",Western,Drama,Action & Adventure
City Slickers,https://www.rottentomatoes.com/m/city_slickers/,114,1991,42,90,Certified Fresh,161018,64,Upright,"Billy Crystal,Daniel Stern,Bruno Kirby,Jack Palance,Patricia Wettig,Helen Slater,Noble Willingham,Tracey Walter,Josh Mostel,David Paymer,Bill Henderson,Jeffrey Tambor,Phill Lewis,Kyle Secor,Dean Hallo,Carla Tamburrelli,Jayne Meadows,Alan Charof,Karla Tamburrelli,Yeardley Smith,Robert Costanzo,Walker Brandt,Molly McClure,Lindsay Crystal,Jane Alden,Jake Gyllenhaal,Danielle Harris,Eddie Palmer,Howard Honig,Fred Maio","Lowell Ganz,Babaloo Mandel",Ron Underwood,Irby Smith,Western,Comedy,
Westworld,https://www.rottentomatoes.com/m/westworld/,88,1973,40,88,Certified Fresh,16054,70,Upright,"Richard Benjamin,James Brolin,Yul Brynner,Alan Oppenheimer,Linda Scott,Norman Bartold,Victoria Shaw,Dick Van Patten,Steve Franken,Michael T. Mikler,Terry Wilson,Majel Barrett,Anne Randall,Julie Marcus,Sharyn Wynters,Ann Bellamy,Chris Holter,Christine Holter,Charles Seel,Wade Crosby,Nora Marlowe,Will J. White,Ben Young,Tom Falk,Orville Sherman,Lindsay Workman,Kenneth Washington,Lauren Gilbert,Davis Roberts,Howard Platt,Jared Martin,Richard Roat,Kenny Washington,Robert Patten,David Michael Frank,Kip King,Robert Hogan,David Man,Larry Delaney,Lin Henson",Michael Crichton,Michael Crichton,"Paul N. Lazurus III,Paul N. Lazarus III",Western,Action & Adventure,Classics
The Three Burials of Melquiades Estrada,https://www.rottentomatoes.com/m/three_burials_of_melquiades_estrada/,121,2006,149,85,Certified Fresh,33713,81,Upright,"Tommy Lee Jones,Barry Pepper,Julio Cedillo,Julio Cesar Cedillo,Dwight Yoakam,January Jones,Melissa Leo,Levon Helm,Vanessa Bauche,Ignacio Guadalupe,Melvin Rodriguez,Cecilia Suárez,Irineo Alvarez,Guillermo Arriaga,Josh Berry,Rodger Boyce,Edwin 'Bubba' Broussard,René Campero,Lupe Campos,Ariel Castro,Uriel Chavez,Sonny Carl Davis,Montserrat de Leon,Jesse De Luna,Richard Dillard,Jorge Adrián Espíndola,Jordan Henderson,Sean Hennigan,Karen Jones,Richard Jones,Victoria Jones,Raul Molinar,Adrian Navarette,Lonnie Nelson,Terry Parks,Hugo Perez,Paulina Reyes,Sergio Rodriguez,Charles Sanders,Brent Smiga,Spike Spencer,Angelina C. Torres,Barry Tubb,Guillermo Von Son,Maya Zapata,Pete Anthony","Guillermo Arriaga,Guillermo Arriaga Jordan",Tommy Lee Jones,"Chris Menges,Luc Besson,Tommy Lee Jones,Pierre-Ange Le Pogam,Michael Fitzgerald",Western,Drama,
McCabe & Mrs. Miller,https://www.rottentomatoes.com/m/mccabe_and_mrs_miller/,120,1971,56,84,Certified Fresh,8655,87,Upright,"Warren Beatty,Julie Christie,Rene Auberjonois,John Schuck,William Devane,Bert Remsen,Keith Carradine,Corey John Fischer,Shelley Duvall,Manfred Shulz,Michael Murphy,Antony Holland,Thomas Hill,Don Francks,Rodney Gage,Lili Francks,Hugh Millais,Elizabeth Knight,Manfred Schulz,Jace Vander Veen,Jackie Crossland,Elizabeth Murphy,Carey Lee McKenzie,Linda Sorenson,Elisabeth Knight,Janet Wright,Maysie Hoy,Linda Kupecek,Jeremy Newsom,Wayne Robson,Wayne Grace,Jack Riley,Robert Fortier,Wesley Taylor,Jeremy Newson,Anne Cameron,Graeme Campbell,J.S. Johnson,Joe Clarke,Harry Frazier,Edwin Collier,Terence Kelly,Brantley F. Kearns,Joan Maguire,Harvey Lowe,Eric Schneider,Milos Zatovic,Claudine Melgrave,Derek Deurvorst,Alex Diakun,Gordon Robertson","Robert Altman,Brian McKay",Robert Altman,"Mitchell Brower,David Foster,Robert Altman",Western,Drama,Classics
Meek's Cutoff,https://www.rottentomatoes.com/m/meeks_cutoff/,104,2011,130,86,Certified Fresh,9276,53,Spilled,"Shirley Henderson,Paul Dano,Bruce Greenwood,Will Patton,Zoe Kazan,Rod Rondeaux,Neal Huff,Tommy Nelson",Jonathan Raymond,Kelly Reichardt,"Elizabeth Cuthrell,Neil Kopp,Anish Savjani,David Urrutia,Vincent Savino",Western,Drama,
Prospect,https://www.rottentomatoes.com/m/prospect_2018/,97,2018,50,88,Certified Fresh,782,69,Upright,"Sophie Thatcher,Pedro Pascal,Jay Duplass,Andre Royo,Sheila Vand,Anwan Glover,Luke Pitzrick ,Arthur Deranleau ,Alex McCauley (II) ,Doug Dawson (IV) ,Krista Johnson (VIII) ,Brian Gunter (III) ,Trick Danneker ,Christopher Morson ,Ben Little (IX) ,Shepheard Earl ","Zeek Earl,Christopher Caldwell (II) ","Zeek Earl,Christopher Caldwell (II) ",,Western,Science Fiction & Fantasy,
The Proposition,https://www.rottentomatoes.com/m/proposition/,104,2005,129,85,Certified Fresh,68928,85,Upright,"Guy Pearce,Ray Winstone,Danny Huston,John Hurt,David Wenham,Emily Watson,Noah Taylor,Tom Budge,Leah Purcell,Garry Waddell,Mick Roughan,Richard Wilson,Tom E. Lewis,Jeremy Madrona,Jae Mamuyac,Shane Watt,Robert Morgan,David Gulpilil,Bryan Probets,Oliver Ackland,David Vallon,Daniel Parker,Carl Rush,Iain Gardiner,Bogdan Koca,Sue Dwyer,Lance Medlin,Rodney Boschman,Boris Brkic",Nick Cave,John Hillcoat,"Chris Brown,Chiara Menage,Jackie O'Sullivan,Cat Villiers,Pam Collis",Western,Drama,Action & Adventure
Dances With Wolves,https://www.rottentomatoes.com/m/dances_with_wolves/,181,1990,76,83,Certified Fresh,213568,87,Upright,"Kevin Costner,Mary McDonnell,Graham Greene (II),Rodney A. Grant,Floyd 'Red Crow' Westerman,Tantoo Cardinal,Robert Pastorelli,Charles Rocket,Maury Chaykin,Wes Studi,Kirk Baltz,Michael Spears,Jimmy Herman,Jason R. Lone Hill,Tony Pierce,Doris Leader Charge,Tom Everett,Larry Joshua,Wayne Grace,Donald Horton,Annie Costner,Conor Duffy,Elisa Daniel,Percy White Plume,John Tail,Steve Reevis,Sheldon Wolfchild,Buffalo Child,Clayton Big Eagle,Richard Leader Charge,Redwing Ted Nez,Marvin Holy,Raymond Newholy,David J. Fuller,Ryan White Bull,Otakuye Conroy,Maretta Big Crow,Steve Chambers,William H. Burton,Bill W. Curry,Nick Thompson,Carter Hanner,Kent Hays,Robert Goldman,Frank P. Costanza,James A. Mitchell,R.L. Curtin",Michael Blake,Kevin Costner,"Kevin Costner,Jim Wilson",Western,Drama,Action & Adventure
Near Dark,https://www.rottentomatoes.com/m/1014793-near_dark/,95,1987,66,82,Certified Fresh,24748,74,Upright,"Adrian Pasdar,Jenny Wright,Lance Henriksen,Bill Paxton,Jenette Goldstein,Tim Thomerson,Joshua John Miller,Marcie Leeds,Kenny Call,Ed Corbett,Troy Evans,Bill Cross,Roger Aaron Brown,Thomas Wagner,Robert Winley,James Le Gros,Jan King,Danny Kopel,S.A. Griffin,Don Pugsley,Neith Hunter,Theresa Randle,Tony Pierce,Gordon Haight,Leo Geter,Gary Wayne Cunningham,Bob Terhune,William T. Lane,Gary Littlejohn,Paul Lane,Eddie Mulder","Kathryn Bigelow,Eric Red",Kathryn Bigelow,"Steven-Charles Jaffe,Eric Red",Western,Horror,Romance
The Hateful Eight,https://www.rottentomatoes.com/m/the_hateful_eight/,167,2015,335,74,Certified Fresh,72505,76,Upright,"Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Demian Bichir,Tim Roth,Michael Madsen,Bruce Dern,Channing Tatum,James Parks,Dana Gourrier,Lee Horsley,Gene Jones,Belinda Owino,Bruce Del Castillo,Craig Stark,Keith Jefferson,Zoe Bell",Quentin Tarantino,Quentin Tarantino,"Richard N. Gladstein,Stacey Sher,Shannon McIntosh",Western,,
The Homesman,https://www.rottentomatoes.com/m/the_homesman/,122,2014,156,80,Certified Fresh,14184,52,Spilled,"Tommy Lee Jones,Hilary Swank,Meryl Streep,Grace Gummer,Miranda Otto,Sonja Richter,John Lithgow,Hailee Steinfeld,James Spader,Jo Harvey Allen,Barry Corbin,David Dencik,William Fichtner,Evan Jones,Caroline Lagerfelt,Tim Blake Nelson,Jesse Plemons,Karen Jones,Martin Palmer,Jerry Vahn Knight,Adrian Doerfler,Lela Rose Allen,Sachie Capitani","Tommy Lee Jones,Kieran Fitzgerald,Wesley Oliver",Tommy Lee Jones,"Michael Fitzgerald,Brian Kennedy,Peter Brant,Luc Besson",Western,Drama,
Open Range,https://www.rottentomatoes.com/m/open_range/,138,2003,184,79,Certified Fresh,51652,83,Upright,"Robert Duvall,Kevin Costner,Annette Bening,Michael Gambon,Michael Jeter,Diego Luna,James Russo,Abraham Benrubi,Dean McDermott,Kim Coates,Herb Kohler,Peter MacNeill,Cliff Saunders,Pat Stutz,Julian Richings,Ian Tracey,Kateefa,Diego Diablo Del Mar,Patricia Benedict,Tim Koetting,Tom Carey,Kurtis Sanheim,Billy Morton,Alex Zahara,Chad Camilleri,Greg Schlosser,Guy Bews,Lorette Clow,Alexis Cerkiewicz",Craig Storper,Kevin Costner,"Kevin Costner,Jake Eberts,David Valdes",Western,Drama,Action & Adventure
Shanghai Noon,https://www.rottentomatoes.com/m/shanghai_noon/,110,2000,135,79,Certified Fresh,414893,65,Upright,"Jackie Chan,Owen Wilson,Lucy Liu,Brandon Merrill,Roger Yuan,Xander Berkeley,Rongguang Yu,Guang Chu Rong,Cui Ya Hi,Eric Chen,Eric Chi Cheng Chen,P. Adrien Dorval,Walton Goggins,Rafael Báez,Stacy Grant,Kate Luyben,Jason Connery,Curtis Armstrong,Henry O,Russell Badger,Russel Badger,Simon R. Baker,Rick Ash,Cliff Solomon,A.C. Peterson,Rad Daly,Lee Jay Bamberry,Stephen Strachan,Tim Koetting,Valerie Planche,Tom Heaton,James Baker,Jim Sheild,Mike Mitchell,Shayne Wyler,Ben Salter,Terry W. King,Michele Fansett,Joyce Doolittle,Andrew Krivanek,Randy Birch,Christopher Hunt,Jody Thompson,Eliza Murbach,Kendall Saunders,Jenafor Ryane,Andrew Bosch,Christy Greene,Brian Gromoff,Jim Finkbeiner,Chang Tseng,Sherman Chao,Regent Or,John Heywood,Harold Courchene,George Exelby,John Glawson,Howard Rothschild,Michael Auger,Stan Isadore,Wacey Labelle,Sam Simon,Tong Lung,Grace Lu,Elise Lew,Melvin Skales,May Louie,Yeung Kar Kut,Ted Lim,Tik Lun Wong,Kwai Chun Leung,Henry Louie,Jimmy Carver,Dallas Dorchester,Jason Glass,Lisa Stafford","Miles Millar,Alfred Gough",Tom Dey,"Gary Barber,Roger Birnbaum,Jules Daly,Ned Dowd,Johnathan Glickman,Jonathan Glickman",Western,Action & Adventure,Comedy
"The Good, the Bad, the Weird (Joheun-nom, Nabbeun-nom, Isanghan-nom)",https://www.rottentomatoes.com/m/the_good_the_bad_the_weird/,127,2010,66,82,Certified Fresh,15298,83,Upright,"Song Kang Ho,Lee Byung-hun,Jung Woo-sung,Seung-su Ryu,Zhang Qi,Je-mun Yun,Son Byeong-ho,Song Young-chang,Kim Gwang-il,Ma Dong-seok,Ryu Chang-Suk,Lee Chung-Ah","Min-suk Kim,Kim Jee-woon,Kim Min-sook",Kim Jee-woon,"Kim Jee-woon,Choi Jae-weon,Jae-Won Choi",Western,Action & Adventure,Art House & International
Appaloosa,https://www.rottentomatoes.com/m/10008785-appaloosa/,115,2008,164,76,Certified Fresh,55683,55,Spilled,"Ed Harris,Viggo Mortensen,Renée Zellweger,Jeremy Irons,Luce Rains,James Tarwater,Boyd Kestner,Gabriel Marantz,Cerris Morgan-Moyer,James Gammon,Timothy Spall,Lance Henriksen,Tom Bower,Bobby Jauregui,Ariadna Gil,Jim Tarwater,Timothy V. Murphy,Bob L. Harris,Benjamin Rosenshein,Erik J. Bockemeier,Fred Hice,Neil Summers,Tim Carroll,Bounthanh Xaynhachack,Art Usher,Cliff Gravel,Mike Watson,Rex Linn,Corby Griesenbeck,Adam Nelson,Daniel T. Parker,Ed Pennybacker,Alvin William ""Dutch"" Lunak,Martin Connelly,Danny Edmo,Argos Maccallum,Cynthia Huerta,Charlene Adams,David Bard,Maria J. Bethke,Scott Brooks,Stephen Chomko,Robert Coleby,Charles Culberson,Robert Down,Jackie Fleming,Jim Granger,Nancy Ann Hibbs,Nick Johnson,Glen Kappy,Kevin Kinsner,Norm Lee,Loretta Lewis,Skip Long,Tom McFarlane,Dani McNutt,Sylvie Mortenson,Sandy Nickal,Kyle Osborne,Hunter Lee Pimparapana,Marvin Rath,Randall Sauls,Claire Schwebke,J. Nathan Simmons,Chloe Slator,John Turner,Walter Bailey,Ernest Andreas,Ian Bell,Todd Bethke,Martin Callahan,Cynthia Clark,Lowell Crawford,Timothy David,Flynn-Bella Ericson,Dennis Foulkrod,Ruben Haddix,Jerrall Hinds,Taryn Johnson,Jeff Kimerling,Daniel Krieger,Kerry Lee,Isabelle Leustig,Denise Lynch,Diana McGuerty,Diana Minfa,Ernest Moya,Michael Max Norris,Trevor Osborn,Michael Neal Powell,L.C. Read,Daphne D. Ross,Darrell Schmidt,Cecily Kuehl Shank,Frankey Singzilay,Isabel Slator,Elizabeth Ann Tuttle,Kristin Walter,David Jensen,Tom Larson,Matthew E. Montoya,Michael Clark,Jerry Fuentes,Tom Johnson,Alex Edmo,Girard Swan,Herman Endito,Alicia Williams,Heather Antonio,Daniel Jon Bergman,Miles Blackman,Mabel Jin Chin,Leonaldan Codanti,Jake Crellin,Rachel De la Torre,Chuck Ferran,Christopher Frechette,Bruce Harders,Perry Jasper,Dale Kappy,Kim Kimerling,Xander Laird,Michael Lente,Jennae Linnell,Lynn Macri,Henry McKeighen,Kim Montoya,Kevin New,Frank Nunn,Dara Osborne,Kristine Rael,Steve Rick,Tom E. Rostkowski,Yvonne Schmidt,Carol Sieber,Edward Sipler,Fionn Thelen,Madeline Walter,J.C. Augare,Anderson Chee,Wes Trudell,Kiela Bird,Bud Connley,Jerry Hardy,Les Schesser,Larry Hinsley,Frank Spencer,Adam Honeyfield,Greg Stevenson",Robert Knott,Ed Harris,"Ginger Sledge,Ed Harris,Robert Knott",Western,Action & Adventure,
The Assassination of Jesse James by the Coward Robert Ford,https://www.rottentomatoes.com/m/assassination_of_jesse_james_by_the_coward_robert_ford/,159,2007,176,76,Certified Fresh,98084,75,Upright,"Brad Pitt,Casey Affleck,Mary-Louise Parker,Brooklynn Proulx,Sam Rockwell,Jeremy Renner,Sam Shepard,Garret Dillahunt,Paul Schneider,Joel McNichol,James DeFelice,J.C. Roberts,James Carville,Nick Cave,Zooey Deschanel,Darrell Orydzuk,Jonathan Erich Drachenberg,Jonathon Young,Dustin Bollinger,Torben S. Hansen,Alison Elliott,Lauren Calvert,Kailin See,Tom Aldredge,Jesse Frechette,Pat Healy,Michael Parks,Ted Levine,Joel Duncan,Stephanie Wahlstrom,Adam Arlukiewicz,Ian Ferrier,Michael Rogers,Calvin Bliid,Sarah Lind,Matthew Walker,Michael Copeman,Laryssa Yanchak,Hugh Ross,Matt Dunkley",Andrew Dominik,Andrew Dominik,"Tony Scott,Brad Pitt,Jules Daly,Dede Gardner,Ridley Scott,David Valdes",Western,Drama,Action & Adventure
Red Hill,https://www.rottentomatoes.com/m/red_hill_2010/,95,2010,68,79,Certified Fresh,4187,57,Spilled,"Ryan Kwanten,Steve Bisley,Tom E. Lewis,Claire van der Boom",Patrick Hughes,Patrick Hughes,"Patrick Hughes,Al Clark",Western,Drama,Action & Adventure
The Ballad of Little Jo,https://www.rottentomatoes.com/m/ballad_of_little_jo/,120,1993,50,76,Certified Fresh,1728,65,Upright,"Suzy Amis,David Chung,Rene Auberjonois,Bo Hopkins,Ian McKellen,Carrie Snodgress,Heather Graham,Sam Robards,Jeffery Passero,Anthony Heald,Melissa Leo,Ruth Maleczech,Olinda Turturro,Irina Pasmur,Sean Murphy,Jeffrey Andrews,Michael Ruud,Cathy Haase,Troy A. Smith,Peadair S. Addie Sr.,Jenny Lynch,Vince O'Neil,Tracy Mayfield,Karen Johnson,Jim Dunkin,Troy Smith,Tom Bower,Keith Kamppinen,Rusty Pegar,Robert Erickson,Michael Rudd,David Ruben Plowman,Sasha Pasmur,Renee Tafoya,Barbara Jean Marsh,Richard Osterman,Dennis McNiven",Maggie Greenwald,Maggie Greenwald,"Fred Berner,Brenda Goodman,Barry Bernardi",Western,Drama,Action & Adventure
Hostiles,https://www.rottentomatoes.com/m/hostiles/,135,2018,223,70,Fresh,5173,74,Upright,"Christian Bale,Rosamund Pike,Wes Studi,Jesse Plemons,Adam Beach,Rory Cochrane,Ben Foster,Scott Shepherd,Ava Cooper,Stella Cooper,David Midthunder,Gray Wolf Herrera,Jonathan Majors,John Benjamin Hickey,Stafford Douglas,Stephen Lang,Bill Camp,Timothée Chalamet,Xavier Horsechief,Q'Orianka Kilcher,Tanaya Beatty,Peter Mullan,James Cady,Scott Wilson,Luce Raines,Richard L. Bucher,Scott Anderson,Brian Duffy,Dicky Eklund Jr.,Dicky Ecklund Jr.,Boots Southerland,Austin Rising,Ryan Bingham,Robyn Malcolm","Donald Stewart,Scott Cooper",Scott Cooper,"John Lesher,Ken Kao,Jennifer Semler,Josh Rosenbaum,Sean Murphy,Scott Cooper",Western,Drama,Action & Adventure
In a Valley of Violence,https://www.rottentomatoes.com/m/in_a_valley_of_violence/,104,2016,69,77,Certified Fresh,4034,51,Spilled,"Ethan Hawke,John Travolta,Taissa Farmiga,James Ransone,Karen Gillan,Larry Fessenden,Toby Huss,Tommy Nohilly,Michael Davis,James Cady,Burn Gorman,Kharrison Sweeney,James E. Lane,Jeff Bairstow,K. Harrison Sweeney,Jumpy",Ti West,Ti West,"Ti West,Jason Blum,Phillip Dawe,Jacob Jaffke,Peter Phok",Western,Action & Adventure,
